index	name	author	DOI	base
968	Obsessive-compulsive disorder comorbid with schizophrenia and bipolar disorder	Sharma LP, Reddy YCJ.	10.4103/psychiatry.IndianJPsychiatry_527_18	pubmed
969	The promise of cognitive behavior therapy for treatment of severe mental disorders: a review of recent developments	Thase ME, Kingdon D, Turkington D.	10.1002/wps.20149	pubmed
970	Treatment Attendance Among Veterans With Depression, Substance Use Disorder, and Trauma	Cui R, Haller M, Skidmore JR, Goldsteinholm K, Norman S, Tate SR.	10.1080/15504263.2016.1146384	pubmed
971	Testing the efficacy of INtegral Cognitive REMediation (INCREM) in major depressive disorder: study protocol for a randomized clinical trial	Vicent-Gil M, Raventós B, Marín-Martínez ED, González-Simarro S, Martínez-Arán A, Bonnin CDM, Trujols J, Pérez-Blanco J, de Diego-Adeliño J, Puigdemont D, Serra-Blasco M, Cardoner N, Portella MJ.	10.1186/s12888-019-2117-4	pubmed
972	Mood disorders and substance use disorder: a complex comorbidity	Quello SB, Brady KT, Sonne SC.	10.1151/spp053113	pubmed
973	Identification and Management of Peripartum Depression	Langan R, Goodbred AJ.		pubmed
974	Telephone screening, outreach, and care management for depressed workers and impact on clinical and work productivity outcomes: a randomized controlled trial	Wang PS, Simon GE, Avorn J, Azocar F, Ludman EJ, McCulloch J, Petukhova MZ, Kessler RC.	10.1001/jama.298.12.1401	pubmed
975	Clinical effectiveness and cost-effectiveness of cognitive behavioural therapy as an adjunct to pharmacotherapy for treatment-resistant depression in primary care: the CoBalT randomised controlled trial	Wiles N, Thomas L, Abel A, Barnes M, Carroll F, Ridgway N, Sherlock S, Turner N, Button K, Odondi L, Metcalfe C, Owen-Smith A, Campbell J, Garland A, Hollinghurst S, Jerrom B, Kessler D, Kuyken W, Morrison J, Turner K, Williams C, Peters T, Lewis G.	10.3310/hta18310	pubmed
976	Stress management reduces intraindividual cortisol variability, while not impacting other measures of cortisol rhythm, in a group of women at risk for breast cancer	Sannes TS, Dolan E, Albano D, Ceballos RM, McGregor BA.	10.1016/j.jpsychores.2015.09.012	pubmed
977	GSK-3 and Wnt Signaling in Neurogenesis and Bipolar Disorder	Valvezan AJ, Klein PS.	10.3389/fnmol.2012.00001	pubmed
978	Citicoline in addictive disorders: a review of the literature	Wignall ND, Brown ES.	10.3109/00952990.2014.925467	pubmed
979	Lithium, but not valproate, reduces impulsive choice in the delay-discounting task in mice	Halcomb ME, Gould TD, Grahame NJ.	10.1038/npp.2013.89	pubmed
980	Rapid cycling bipolar disorders in primary and tertiary care treated patients	Hajek T, Hahn M, Slaney C, Garnham J, Green J, Růzicková M, Zvolský P, Alda M.	10.1111/j.1399-5618.2008.00587.x	pubmed
981	Lithium toxicity and myxedema crisis in an elderly patient	Mir SA, Wani AI, Masoodi SR, Bashir MI, Ahmad N.	10.4103/2230-8210.123558	pubmed
982	Schema Therapy for Emotional Dysregulation: Theoretical Implication and Clinical Applications	Dadomo H, Grecucci A, Giardini I, Ugolini E, Carmelita A, Panzeri M.	10.3389/fpsyg.2016.01987	pubmed
983	A Smartphone-Based Self-management Intervention for Individuals With Bipolar Disorder (LiveWell): Protocol Development for an Expert System to Provide Adaptive User Feedback	Goulding EH, Dopke CA, Michaels T, Martin CR, Khiani MA, Garborg C, Karr C, Begale M.	10.2196/32932	pubmed
984	[Are mental health disorders' characteristics such as presence and severity related to the nature of a crisis, its dangerousness and the types of services offered?]	Aimé A, LeBlanc L, Séguin M, Brunet A, Brisebois C, Girard N.	10.7202/1023998ar	pubmed
985	The intriguing relationship between coronary heart disease and mental disorders	De Hert M, Detraux J, Vancampfort D.	10.31887/DCNS.2018.20.1/mdehert	pubmed
986	Treatment of selective serotonin reuptake inhibitor-resistant depression in adolescents: predictors and moderators of treatment response	Asarnow JR, Emslie G, Clarke G, Wagner KD, Spirito A, Vitiello B, Iyengar S, Shamseddeen W, Ritz L, Birmaher B, Ryan N, Kennard B, Mayes T, DeBar L, McCracken J, Strober M, Suddath R, Leonard H, Porta G, Keller M, Brent D.	10.1097/chi.0b013e3181977476	pubmed
987	The treatment gap in mental health care	Kohn R, Saxena S, Levav I, Saraceno B.		pubmed
988	Disruptive mood dysregulation disorder: a new diagnostic approach to chronic irritability in youth	Roy AK, Lopes V, Klein RG.	10.1176/appi.ajp.2014.13101301	pubmed
989	Data-Driven Learning in High-Resolution Activity Sampling From Patients With Bipolar Depression: Mixed-Methods Study	Rohani DA, Tuxen N, Quemada Lopategui A, Kessing LV, Bardram JE.	10.2196/10122	pubmed
990	Omega-3 DHA and EPA for cognition, behavior, and mood: clinical findings and structural-functional synergies with cell membrane phospholipids	Kidd PM.		pubmed
991	Perceived Criticism in the Treatment of a High-Risk Adolescent	Hooley JM, Miklowitz DJ.	10.1002/jclp.22454	pubmed
992	Gelatinous bone marrow transformation secondary to unusual eating habits and drastic weight loss	Rafiullah, Islam R, Mahmood R, Sitwala KV.	10.1136/bcr-2013-200243	pubmed
993	Divalproex sodium vs. placebo in the treatment of repetitive behaviours in autism spectrum disorder	Hollander E, Soorya L, Wasserman S, Esposito K, Chaplin W, Anagnostou E.	10.1017/S1461145705005791	pubmed
994	Lithium, inositol and mitochondria	Toker L, Agam G.	10.1021/cn5001149	pubmed
995	Influence of aripiprazole on the antidepressant, anxiolytic and cognitive functions of rats	Burda K, Czubak A, Kus K, Nowakowska E, Ratajczak P, Zin J.	10.1016/s1734-1140(11)70605-3	pubmed
996	Randomized Controlled Trial of a Collaborative Care Intervention for Mood Disorders by a National Commercial Health Plan	Kilbourne AM, Prenovost KM, Liebrecht C, Eisenberg D, Kim HM, Un H, Bauer MS.	10.1176/appi.ps.201800336	pubmed
997	Digital biomarkers of mood disorders and symptom change	Jacobson NC, Weingarden H, Wilhelm S.	10.1038/s41746-019-0078-0	pubmed
998	Pharmacological treatment of anxiety disorders in children and adolescents: a review for practitioners	Patel DR, Feucht C, Brown K, Ramsay J.	10.21037/tp.2017.08.05	pubmed
999	Micronutrient treatment for children with emotional and behavioral dysregulation: a case series	Kaplan BJ, Hilbert P, Tsatsko E.	10.1186/s13256-015-0735-0	pubmed
1000	Zebrafish Tools for Deciphering Habenular Network-Linked Mental Disorders	Bühler A, Carl M.	10.3390/biom11020324	pubmed
1001	Risk factors for suicide in Hungary: a case-control study	Almasi K, Belso N, Kapur N, Webb R, Cooper J, Hadley S, Kerfoot M, Dunn G, Sotonyi P, Rihmer Z, Appleby L.	10.1186/1471-244X-9-45	pubmed
1002	Oppositional defiant disorder: current insight	Ghosh A, Ray A, Basu A.	10.2147/PRBM.S120582	pubmed
1003	The role of serious mental illness in motivation, participation and adoption of health behavior change among obese/sedentary Latino adults	Jimenez DE, Thomas L, Bartels SJ.	10.1080/13557858.2017.1390552	pubmed
1004	Acute manic state with psychotic features in a teenager with autoimmune encephalitis: a case report	Wallengren S, Johansson BA, Rask O.	10.1186/s13256-021-02879-2	pubmed
1005	[Attenuated psychosis syndrome: A new diagnostic category for further study in DSM-5]	Samiotakis G, Kollias C, Lazaratou H, Anagnostopoulos D, Kontaxakis V.	10.22365/jpsych.2017.282.120	pubmed
1006	Fever of Unknown Origin: An Unusual Presentation of Anti-N-Methyl-D-Aspartate Receptor Encephalitis	Hur J.	10.3947/ic.2015.47.2.129	pubmed
1007	Olanzapine-induced neuroleptic malignant syndrome in a patient with bipolar affective disorder: Does quetiapine holds the solution?	Tripathi P, Agrawal H, Goyal P, Kar SK.	10.4103/0972-6748.132934	pubmed
1008	GlyT-1 Inhibition Attenuates Attentional But Not Learning or Motivational Deficits of the Sp4 Hypomorphic Mouse Model Relevant to Psychiatric Disorders	Young JW, Kamenski ME, Higa KK, Light GA, Geyer MA, Zhou X.	10.1038/npp.2015.120	pubmed
1009	The utility of rat models of impulsivity in developing pharmacotherapies for impulse control disorders	Winstanley CA.	10.1111/j.1476-5381.2011.01323.x	pubmed
1010	The Importance of Marine Omega-3s for Brain Development and the Prevention and Treatment of Behavior, Mood, and Other Brain Disorders	DiNicolantonio JJ, O'Keefe JH.	10.3390/nu12082333	pubmed
1011	Overview of Stigma against Psychiatric Illnesses and Advancements of Anti-Stigma Activities in Six Asian Societies	Zhang Z, Sun K, Jatchavala C, Koh J, Chia Y, Bose J, Li Z, Tan W, Wang S, Chu W, Wang J, Tran B, Ho R.	10.3390/ijerph17010280	pubmed
1012	Solid renal tumours of collecting duct origin in patients on chronic lithium therapy	Rookmaaker MB, van Gerven HA, Goldschmeding R, Boer WH.	10.1093/ckj/sfs091	pubmed
1013	Lysosomal Diseases and Neuropsychiatry: Opportunities to Rebalance the Mind	Cox TM.	10.3389/fmolb.2020.00177	pubmed
1014	Stress-induced structural remodeling in hippocampus: prevention by lithium treatment	Wood GE, Young LT, Reagan LP, Chen B, McEwen BS.	10.1073/pnas.0400208101	pubmed
1015	Neuroleptic drugs revert the contextual fear conditioning deficit presented by spontaneously hypertensive rats: a potential animal model of emotional context processing in schizophrenia?	Calzavara MB, Medrano WA, Levin R, Kameda SR, Andersen ML, Tufik S, Silva RH, Frussa-Filho R, Abílio VC.	10.1093/schbul/sbn006	pubmed
1016	Lithium prevents parkinsonian behavioral and striatal phenotypes in an aged parkin mutant transgenic mouse model	Lieu CA, Dewey CM, Chinta SJ, Rane A, Rajagopalan S, Batir S, Kim YH, Andersen JK.	10.1016/j.brainres.2014.10.032	pubmed
1017	Lithium ameliorates phenotypic deficits in a mouse model of fragile X syndrome	Liu ZH, Chuang DM, Smith CB.	10.1017/S1461145710000520	pubmed
1018	Valproic acid inhibits Abeta production, neuritic plaque formation, and behavioral deficits in Alzheimer's disease mouse models	Qing H, He G, Ly PT, Fox CJ, Staufenbiel M, Cai F, Zhang Z, Wei S, Sun X, Chen CH, Zhou W, Wang K, Song W.	10.1084/jem.20081588	pubmed
1019	Disrupted-in-schizophrenia1 (DISC1) L100P mutation alters synaptic transmission and plasticity in the hippocampus and causes recognition memory deficits	Cui L, Sun W, Yu M, Li N, Guo L, Gu H, Zhou Y.	10.1186/s13041-016-0270-y	pubmed
1020	Meeting report: using stem cells for biological and therapeutics discovery in mental illness, April 2012	Panchision DM.	10.5966/sctm.2012-0149	pubmed
1021	[How to act in case of a homicidal patient; a literature review and a practice guideline]	Frelier BS, Holwerda TJ.		pubmed
1022	Revisiting Lithium: Utility for Behavioral Stabilization in Adolescents and Adults with Autism Spectrum Disorder	Mintz M, Hollenberg E.		pubmed
1023	Anti-anhedonic activity of long-term lithium treatment in rats exposed to repeated unavoidable stress	Marchese G, Scheggi S, Secci ME, De Montis MG, Gambarana C.	10.1017/S1461145712001654	pubmed
1024	A new anti-depressive strategy for the elderly: ablation of FKBP5/FKBP51	O'Leary JC 3rd, Dharia S, Blair LJ, Brady S, Johnson AG, Peters M, Cheung-Flynn J, Cox MB, de Erausquin G, Weeber EJ, Jinwal UK, Dickey CA.	10.1371/journal.pone.0024840	pubmed
1025	A beta-arrestin 2 signaling complex mediates lithium action on behavior	Beaulieu JM, Marion S, Rodriguiz RM, Medvedev IO, Sotnikova TD, Ghisi V, Wetsel WC, Lefkowitz RJ, Gainetdinov RR, Caron MG.	10.1016/j.cell.2007.11.041	pubmed
1026	A core outcome set for evaluating self-management interventions in people with comorbid diabetes and severe mental illness: study protocol for a modified Delphi study and systematic review	Taylor J, Böhnke JR, Wright J, Kellar I, Alderson SL, Hughes T, Holt RI, Siddiqi N.	10.1186/s13063-017-1805-y	pubmed
1027	Cariprazine Exhibits Anxiolytic and Dopamine D3 Receptor-Dependent Antidepressant Effects in the Chronic Stress Model	Duric V, Banasr M, Franklin T, Lepack A, Adham N, Kiss B, Gyertyán I, Duman RS.	10.1093/ijnp/pyx038	pubmed
1028	Hippocampal and behavioral dysfunctions in a mouse model of environmental stress: normalization by agomelatine	Boulle F, Massart R, Stragier E, Païzanis E, Zaidan L, Marday S, Gabriel C, Mocaer E, Mongeau R, Lanfumey L.	10.1038/tp.2014.125	pubmed
1029	Glycogen synthase kinase-3 is essential for β-arrestin-2 complex formation and lithium-sensitive behaviors in mice	O'Brien WT, Huang J, Buccafusca R, Garskof J, Valvezan AJ, Berry GT, Klein PS.	10.1172/JCI45194	pubmed
1030	Does lithium reduce acute suicidal ideation and behavior? A protocol for a randomized, placebo-controlled multicenter trial of lithium plus Treatment As Usual (TAU) in patients with suicidal major depressive episode	Lewitzka U, Jabs B, Fülle M, Holthoff V, Juckel G, Uhl I, Kittel-Schneider S, Reif A, Reif-Leonhard C, Gruber O, Djawid B, Goodday S, Haussmann R, Pfennig A, Ritter P, Conell J, Severus E, Bauer M.	10.1186/s12888-015-0499-5	pubmed
1031	Epileptiform activity and cognitive deficits in SNAP-25(+/-) mice are normalized by antiepileptic drugs	Corradini I, Donzelli A, Antonucci F, Welzl H, Loos M, Martucci R, De Astis S, Pattini L, Inverardi F, Wolfer D, Caleo M, Bozzi Y, Verderio C, Frassoni C, Braida D, Clerici M, Lipp HP, Sala M, Matteoli M.	10.1093/cercor/bhs316	pubmed
1032	Inhibition of protein kinase C signaling protects prefrontal cortex dendritic spines and cognition from the effects of chronic stress	Hains AB, Vu MA, Maciejewski PK, van Dyck CH, Gottron M, Arnsten AF.	10.1073/pnas.0908563106	pubmed
1033	ENACT: a protocol for a randomised placebo-controlled trial investigating the efficacy and mechanisms of action of adjunctive N-acetylcysteine for first-episode psychosis	Cotton SM, Berk M, Watson A, Wood S, Allott K, Bartholomeusz CF, Bortolasci CC, Walder K, O'Donoghue B, Dean OM, Chanen A, Amminger GP, McGorry PD, Burnside A, Uren J, Ratheesh A, Dodd S.	10.1186/s13063-019-3786-5	pubmed
1034	Serotonergic hyperinnervation and effective serotonin blockade in an FGF receptor developmental model of psychosis	Klejbor I, Kucinski A, Wersinger SR, Corso T, Spodnik JH, Dziewiatkowski J, Moryś J, Hesse RA, Rice KC, Miletich R, Stachowiak EK, Stachowiak MK.	10.1016/j.schres.2009.06.006	pubmed
1035	Neuromodulatory treatments for psychiatric disease: A comprehensive survey of the clinical trial landscape	Elias GJB, Boutet A, Parmar R, Wong EHY, Germann J, Loh A, Paff M, Pancholi A, Gwun D, Chow CT, Gouveia FV, Harmsen IE, Beyn ME, Santarnecchi E, Fasano A, Blumberger DM, Kennedy SH, Lozano AM, Bhat V.	10.1016/j.brs.2021.08.021	pubmed
1036	Probability and predictors of treatment-seeking for prescription opioid use disorders: a national study	Blanco C, Iza M, Schwartz RP, Rafful C, Wang S, Olfson M.	10.1016/j.drugalcdep.2012.12.013	pubmed
1037	Gabapentin and suicide attempts	Gibbons RD, Hur K, Brown CH, Mann JJ.	10.1002/pds.2036	pubmed
1038	Cluster randomized controlled trial of a psycho-educational intervention for people with a family history of depression for use in general practice	Meiser B, Schofield PR, Trevena L, Wilde A, Barlow-Stewart K, Proudfoot J, Peate M, Dobbins T, Christensen H, Sherman KA, Karatas J, Mitchell PB.	10.1186/1471-244X-13-325	pubmed
1039	Lithium reduces tau phosphorylation but not A beta or working memory deficits in a transgenic model with both plaques and tangles	Caccamo A, Oddo S, Tran LX, LaFerla FM.	10.2353/ajpath.2007.061178	pubmed
1040	Combined lithium and valproate treatment delays disease onset, reduces neurological deficits and prolongs survival in an amyotrophic lateral sclerosis mouse model	Feng HL, Leng Y, Ma CH, Zhang J, Ren M, Chuang DM.	10.1016/j.neuroscience.2008.06.040	pubmed
1041	Pharmacology of JNJ-37822681, a specific and fast-dissociating D2 antagonist for the treatment of schizophrenia	Langlois X, Megens A, Lavreysen H, Atack J, Cik M, te Riele P, Peeters L, Wouters R, Vermeire J, Hendrickx H, Macdonald G, De Bruyn M.	10.1124/jpet.111.190702	pubmed
1042	Effects of continuation electroconvulsive therapy on quality of life in elderly depressed patients: A randomized clinical trial	McCall WV, Lisanby SH, Rosenquist PB, Dooley M, Husain MM, Knapp RG, Petrides G, Rudorfer MV, Young RC, McClintock SM, Mueller M, Prudic J, Greenberg RM, Weiner RD, Bailine SH, Youssef NA, McCloud L, Kellner CH; CORE/PRIDE Work Group.	10.1016/j.jpsychires.2017.11.001	pubmed
1043	Minocycline for the treatment of mental health and neurological conditions: study protocol of a systematic review and meta-analysis	Bortolasci CC, Marx W, Walker AJ, Hasebe K, Kavanagh BE, Morris MJ, Mohebbi M, Turner A, Gray L, Berk L, Walder K, Berk M, Dean OM.	10.1136/bmjopen-2019-035080	pubmed
